license_type,application_classification,approved_license_type,approved_license_stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,application_created_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,lic_expiration_date,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,zip,town,county,county_lat,county_long,region,cccupdatedate,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,issue_date,expiration_date,business_image_url,business_website,business_phone
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,11/5/2021,COMPLETE,MR281811,Mellow Felllows LLC,Haverhill,MA,01830,42.802138,-71.053364,330 Amesbury Road,,Haverhill,MA,01832,POINT (-70.970827 42.635475),POINT (-71.053364 42.8021379),P.O.. Box 1115,,Amesbury,MA,01831,83-3104809,MRN281811,Mon Apr 20 2020 10:28:50 GMT-0400 (Eastern Daylight Time),Wed Apr 08 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,False,,,,,,,,,Not a DBE,,,Thu Oct 14 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 17 2018 08:23:19 GMT-0400 (Eastern Daylight Time),Fri Jul 17 2020 07:33:19 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 14:32:17 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),330 Amesbury Rd,N/A,Essex County,300,10000,01830,Haverhill,Essex,42.635475,-70.970827,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,General Applicant,COMMENCE OPS,COMMENCE OPS,4/4/2022,COMPLETE,MC281517,QPS Massachusetts Holdings LLC,Franklin,MA,02038,42.053772,-71.402689,105 Constitution Blvd,,Franklin,MA,02038,POINT (-71.15444 42.199156),POINT (-71.402688 42.0537720),2082 S State Street,,Ann Arbor,MI,48104,83-0659900,MCN281517,Tue Mar 31 2020 21:04:42 GMT-0400 (Eastern Daylight Time),Mon Nov 18 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Sep 03 2020 07:50:30 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Not a DBE,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",Thu Oct 14 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 04 2018 13:02:54 GMT-0400 (Eastern Daylight Time),Wed Apr 15 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:37:12 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Sep 16 2023 04:00:00 GMT-0400 (Eastern Daylight Time),105 Constitution Blvd,N/A,Norfolk County,600,5000,02038,Franklin,Norfolk,42.199156,-71.15444,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,Expedited Review - License Type,COMMENCE OPS,COMMENCE OPS,1/23/2023,COMPLETE,MC283417,DayDreamz Estates LLC,Sandisfield,MA,01255,42.108226,-73.108465,68 Sandisfield Road,,Sandisfield,MA,01255,POINT (-73.209889 42.396128),POINT (-73.108464 42.1082260),68 Sandisfield Road,,Sandisfield,MA,01255,86-1250658,MCN283417,Fri Mar 19 2021 12:30:39 GMT-0400 (Eastern Daylight Time),Thu Mar 18 2021 09:16:50 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 14:47:05 GMT-0400 (Eastern Daylight Time),False,no,,,,,,,,Not a DBE,Outdoor,"Tier 03: 10,001 to 20,000 sq. ft",Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Mar 09 2021 19:33:50 GMT-0500 (Eastern Standard Time),Fri Apr 02 2021 11:18:29 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 10:52:56 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),66 Sandis Field Rd,N/A,Berkshire County,300,2500,01255,Sandisfield,Berkshire,42.396128,-73.209889,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,8/9/2022,COMPLETE,MR284429,"Apothca, Inc.",Boston,MA,02130,42.298724,-71.114123,99 Development Rd,,Fitchburg,MA,01420,POINT (-71.073493 42.334948),POINT (-71.114123 42.298724),99 Development Rd,,Fitchburg,MA,01420,81-4591516,MRN284429,Mon Mar 21 2022 11:44:27 GMT-0400 (Eastern Daylight Time),Tue Jan 18 2022 14:27:42 GMT-0500 (Eastern Standard Time),Thu Apr 07 2022 13:37:27 GMT-0400 (Eastern Daylight Time),True,no,,,,,APPROVED,RP201880,RP201880,Not a DBE,,,Thu Jul 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 27 2021 12:02:49 GMT-0400 (Eastern Daylight Time),Mon Feb 07 2022 14:58:42 GMT-0500 (Eastern Standard Time),Thu Apr 07 2022 12:43:44 GMT-0400 (Eastern Daylight Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Apr 07 2024 04:00:00 GMT-0400 (Eastern Daylight Time),54 Hyde Park Ave,N/A,Suffolk County,1500,10000,02130,Jamaica Plain,Suffolk,42.334948,-71.073493,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,8/5/2021,COMPLETE,MR282947,"Patient Centric of Martha's Vineyard, Ltd.",West Tisbury,MA,02575,41.414877,-70.66834,90 Dr. Fisher Rd.,,West Tisbury,MA,02575,POINT (-70.612681 41.414842),POINT (-70.668340 41.4148769),PO Box 1323,,West Tisbury,MA,02575,46-3391023,MRN282947,Mon Dec 23 2019 16:02:08 GMT-0500 (Eastern Standard Time),Mon Nov 04 2019 00:00:00 GMT-0500 (Eastern Standard Time),Wed Sep 30 2020 17:49:40 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201928,RP201910,Not a DBE,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 20 2019 20:51:24 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 13:57:55 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:31:40 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Sep 30 2023 04:00:00 GMT-0400 (Eastern Daylight Time),510 State Rd,N/A,Dukes County,300,10000,02575,West Tisbury,Dukes,41.414842,-70.612681,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,4/4/2022,COMPLETE,MR282926,Alexsofia LLC,Northampton,MA,01060,42.319117,-72.62758,41 Strong Ave.,,Northampton,MA,01060,POINT (-72.62073 42.322256),POINT (-72.627579 42.3191169),20 Hillside Lane,,Ashley Falls,MA,01222,84-2171651,MRN282926,Tue Mar 24 2020 14:57:33 GMT-0400 (Eastern Daylight Time),Mon Feb 10 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 21 2021 16:08:29 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Not a DBE,,,Thu Mar 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Aug 12 2019 08:52:43 GMT-0400 (Eastern Daylight Time),Tue Apr 07 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:31:14 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),41 Strong Ave,N/A,Hampshire County,300,10000,01060,Northampton,Hampshire,42.322256,-72.62073,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,7/1/2020,COMPLETE,MR281249,"Resinate, Inc.",Worcester,MA,01607,42.221183,-71.783561,120 Gilboa Street,,Douglas,MA,01516,POINT (-71.840209 42.329642),POINT (-71.783561 42.2211830),120 Gilboa Street,,Douglas,MA,01516,47-4392516,MRN281249,Tue Jan 07 2020 17:52:38 GMT-0500 (Eastern Standard Time),Thu Sep 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Feb 12 2020 16:51:27 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201945,RP201945,Not a DBE,,,Thu Jun 04 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Apr 17 2018 13:21:24 GMT-0400 (Eastern Daylight Time),Wed Dec 11 2019 00:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 07 2020 09:26:38 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Mar 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1191 Millbury St,N/A,Worcester County,300,10000,01607,Worcester,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284253,"Lemonnade Springfield, LLC",Springfield,MA,01105,42.094242,-72.580787,595 Main Street,,Springfield,MA,01105,POINT (-72.571312 42.12756),POINT (-72.580787 42.0942420),4675 MacArthur Court Floor 15,,Newport Beach,CA,92660,86-3974146,MRN284253,Thu Feb 03 2022 09:58:10 GMT-0500 (Eastern Standard Time),Mon Jun 21 2021 13:25:08 GMT-0400 (Eastern Daylight Time),Mon Apr 03 2023 15:22:05 GMT-0400 (Eastern Daylight Time),True,yes,EE202373,,,EE202373,,,,Not a DBE,,,,Wed May 19 2021 12:43:53 GMT-0400 (Eastern Daylight Time),Mon Feb 07 2022 14:56:15 GMT-0500 (Eastern Standard Time),Thu May 12 2022 14:07:25 GMT-0400 (Eastern Daylight Time),Mon Apr 03 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 03 2024 04:00:00 GMT-0400 (Eastern Daylight Time),595 Main St,N/A,Hampden County,,5000,01105,Springfield,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Microbusiness,Expedited Review - License Type,COMMENCE OPS,COMMENCE OPS,9/13/2022,COMPLETE,MB282029,FCC Holdings LLC,Northampton,MA,01060,42.310554,-72.640928,131 Texas Rd,,Northampton,MA,01060,POINT (-72.62073 42.322256),POINT (-72.640928 42.3105540),228 Cardinal way,,Northampton,MA,01062,85-3195565,MBN282029,Thu Feb 11 2021 20:15:13 GMT-0500 (Eastern Standard Time),Wed Jan 13 2021 14:30:02 GMT-0500 (Eastern Standard Time),,False,no,,,,,,,,Not a DBE,,,Thu May 12 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 23 2020 21:41:39 GMT-0400 (Eastern Daylight Time),Mon Feb 22 2021 15:12:48 GMT-0500 (Eastern Standard Time),Fri Apr 16 2021 13:52:47 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon May 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),131 Texas Rd,N/A,Hampshire County,1000,625,01060,Northampton,Hampshire,42.322256,-72.62073,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283004,MassMedicum Corp.,Taunton,MA,02718,41.863924,-71.03943,1 Mear Road,,Holbrook,MA,02343,POINT (-71.102131 41.778329),POINT (-71.039429 41.8639239),1 Mear Road,,Holbrook,MA,02343,46-3326624,MRN283004,Fri Dec 27 2019 09:48:15 GMT-0500 (Eastern Standard Time),Thu Oct 03 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,APPROVED,RP201935,RP201935,Not a DBE,,,,Mon Sep 23 2019 16:32:10 GMT-0400 (Eastern Daylight Time),Wed Jan 15 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:27:41 GMT-0400 (Eastern Daylight Time),Thu Aug 12 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Aug 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),300 Revolutionary Dr,N/A,Bristol County,300,10000,02718,East Taunton,Bristol,41.778329,-71.102131,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5792,Blazin' D's Delivery,N/A,,N/A,,,90 Howland St.,,Brockton,MA,02302,,,90 Howland St.,,Brockton,MA,02302,85-3628011,PMDA5792,Thu Jul 29 2021 23:00:03 GMT-0400 (Eastern Daylight Time),Tue Jul 20 2021 11:32:06 GMT-0400 (Eastern Daylight Time),,False,,SE304196,,,,,,,Not a DBE,,,,Thu May 27 2021 22:10:14 GMT-0400 (Eastern Daylight Time),Mon Aug 30 2021 07:40:15 GMT-0400 (Eastern Daylight Time),Mon Aug 30 2021 07:40:25 GMT-0400 (Eastern Daylight Time),Mon Aug 30 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 30 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - Social Equity Participant,COMMENCE OPS,COMMENCE OPS,6/28/2023,COMPLETE,MR284602,High Street Cannabis Group LLC,Boston,MA,02110,42.356784,-71.05199,200 High Street,,Boston,MA,02109,POINT (-71.073493 42.334948),POINT (-71.051990 42.3567839),323 Maple Street,,Lynn,MA,01904,87-1030882,MRN284602,Thu May 05 2022 18:34:16 GMT-0400 (Eastern Daylight Time),Tue Mar 29 2022 08:57:30 GMT-0400 (Eastern Daylight Time),,False,no,,,,,,,,Not a DBE,,,Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Mar 02 2022 13:21:04 GMT-0500 (Eastern Standard Time),Fri May 27 2022 06:55:21 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 11:49:32 GMT-0400 (Eastern Daylight Time),Tue Oct 18 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 18 2023 04:00:00 GMT-0400 (Eastern Daylight Time),200 High St,N/A,Suffolk County,1500,10000,02110,Boston,Suffolk,42.334948,-71.073493,Metro Boston,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284730,Lowkey 2 LLC,Boston,MA,02132,42.259307,-71.158931,5252-5270 Washington Street,,West Roxbury,MA,02132,POINT (-71.073493 42.334948),POINT (-71.158930 42.259307),1601 Blue Hill Avenue,Suite 201,Boston,MA,02126,88-3410833,MRN284730,Sat Feb 18 2023 17:32:02 GMT-0500 (Eastern Standard Time),Thu Oct 27 2022 21:29:53 GMT-0400 (Eastern Daylight Time),,True,yes,EE202286,APPROVED,EE202286,EE202286,,,,Not a DBE,,,,Thu Jul 28 2022 08:17:52 GMT-0400 (Eastern Daylight Time),Fri Mar 03 2023 09:19:28 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 15:27:56 GMT-0400 (Eastern Daylight Time),Thu Jul 06 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 06 2024 04:00:00 GMT-0400 (Eastern Daylight Time),5270 Washington St,N/A,Suffolk County,,5000,02132,West Roxbury,Suffolk,42.334948,-71.073493,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR283227,"Revolution Greencare, LLC",Chicopee,MA,01020,42.193895,-72.597802,30 Buckley Blvd,,Chicopee,MA,01020,POINT (-72.571312 42.12756),POINT (-72.597802 42.1938949),30 Buckley Blvd,,Chicopee,MA,01020,12-1234567,MRN283227,Tue Nov 16 2021 09:56:47 GMT-0500 (Eastern Standard Time),Wed Oct 27 2021 14:15:31 GMT-0400 (Eastern Daylight Time),,False,no,,,,,,,,Not a DBE,,,,Fri Jan 10 2020 15:40:43 GMT-0500 (Eastern Standard Time),Fri Dec 03 2021 11:31:21 GMT-0500 (Eastern Standard Time),Mon Feb 14 2022 16:24:38 GMT-0500 (Eastern Standard Time),,,30 Buckley Blvd,N/A,Hampden County,1500,,01020,Chicopee,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Microbusiness Delivery,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,DE201000,Freshly Baked Company,N/A,,N/A,,,144 W. Britannia St,,Taunton,MA,02780,,,144 W. Britannia St,,Taunton,MA,02780,83-0715893,DEN201000,Sat Jun 27 2020 19:14:17 GMT-0400 (Eastern Daylight Time),Fri Jun 26 2020 16:58:40 GMT-0400 (Eastern Daylight Time),Thu Nov 05 2020 13:19:45 GMT-0500 (Eastern Standard Time),False,,SE303859,,,,,,,,,,,Thu May 28 2020 20:20:59 GMT-0400 (Eastern Daylight Time),Wed Jul 08 2020 13:57:50 GMT-0400 (Eastern Daylight Time),Thu Nov 05 2020 09:45:42 GMT-0500 (Eastern Standard Time),Mon Feb 13 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Mar 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,897.26,,,,,,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,3/24/2021,COMPLETE,MR282937,"Legal Greens, LLC",Brockton,MA,02301,42.085799,-71.022191,73-75 Pleasant St,,Brockton,MA,02301,POINT (-70.818958 41.978877),POINT (-71.022191 42.0857990),"71 Legion Pkwy, suite 25",,Brockton,MA,02301,83-0741086,MRN282937,Mon Dec 16 2019 13:13:34 GMT-0500 (Eastern Standard Time),Tue Oct 15 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 05 2020 12:49:26 GMT-0400 (Eastern Daylight Time),True,,,,,EEA202396,,,,Minority-Owned Business | Woman-Owned Business,,,Thu Mar 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Fri Aug 16 2019 21:20:49 GMT-0400 (Eastern Daylight Time),Wed Dec 18 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:21:29 GMT-0500 (Eastern Standard Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),75 Pleasant St,N/A,Plymouth County,,5000,02301,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Microbusiness,Expedited Review - License Type,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MB282344,"Greater Goods, LLC",Taunton,MA,02780,41.955697,-71.134126,445 Myles Standish Blvd.,,Taunton,MA,02780,POINT (-71.102131 41.778329),POINT (-71.134125 41.9556970),599 E Broadway,,Boston,MA,02127,86-2841346,MBN282344,Tue Oct 12 2021 19:43:20 GMT-0400 (Eastern Daylight Time),Wed Sep 22 2021 11:38:29 GMT-0400 (Eastern Daylight Time),Mon Oct 17 2022 06:50:30 GMT-0400 (Eastern Daylight Time),False,no,,,,,,,,Not a DBE,,,,Tue Sep 14 2021 14:25:07 GMT-0400 (Eastern Daylight Time),Fri Oct 22 2021 11:22:22 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 15:36:29 GMT-0500 (Eastern Standard Time),Mon Oct 17 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Oct 17 2023 04:00:00 GMT-0400 (Eastern Daylight Time),445 Myles Standish Blvd,N/A,Bristol County,,5625,02780,Taunton,Bristol,41.778329,-71.102131,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,1/23/2020,COMPLETE,MC281343,"Mayflower Medicinals, Inc.",Holliston,MA,01746,42.227329,-71.425685,33 Union St,Suite 2,Boston,MA,02108,POINT (-71.275566 42.459085),POINT (-71.425685 42.2273289),33 Union St,Suite 2,Boston,MA,02108,47-5013962,MCN281343,Tue Mar 19 2019 15:50:00 GMT-0400 (Eastern Daylight Time),Fri Oct 12 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Mon May 20 2019 10:44:20 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201883,RP201883,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",Thu Nov 07 2019 03:00:00 GMT-0500 (Eastern Standard Time),Tue May 01 2018 13:30:47 GMT-0400 (Eastern Daylight Time),Wed Apr 03 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 16 2019 13:30:50 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon May 20 2024 04:00:00 GMT-0400 (Eastern Daylight Time),89 October Hill Rd,N/A,Middlesex County,400,2500,01746,Holliston,Middlesex,42.459085,-71.275566,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MP282232,"Caroline's Cannabis, LLC",Hopedale,MA,01747,42.104072,-71.502137,4 Charlesview Road,,Hopedale,MA,01747,POINT (-71.840209 42.329642),POINT (-71.502137 42.1040720),PO Box 175,,Douglas,MA,01516,82-2327750,MPN282232,Tue Dec 06 2022 23:27:22 GMT-0500 (Eastern Standard Time),Tue Nov 15 2022 15:13:49 GMT-0500 (Eastern Standard Time),Sat Feb 11 2023 14:45:54 GMT-0500 (Eastern Standard Time),False,yes,SE303599,,,,,,,Not a DBE,,,Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Sep 10 2022 18:48:56 GMT-0400 (Eastern Daylight Time),Fri Dec 09 2022 09:50:08 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 13:12:11 GMT-0500 (Eastern Standard Time),Sat Feb 11 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Feb 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),4 Charlesview Rd,N/A,Worcester County,,5000,01747,Hopedale,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283502,"STANDISH GREEN GROUP, LLC",Lowell,MA,01852,42.632343,-71.303307,663 Lawrence Street,,Lowell,MA,01852,POINT (-71.275566 42.459085),POINT (-71.303307 42.6323429),29 High Street,,Woburn,MA,01801,85-3994067,MCN283502,Wed Aug 25 2021 14:41:44 GMT-0400 (Eastern Daylight Time),Thu Jun 10 2021 11:01:16 GMT-0400 (Eastern Daylight Time),Mon Apr 04 2022 11:59:19 GMT-0400 (Eastern Daylight Time),False,no,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,Fri Apr 30 2021 10:10:39 GMT-0400 (Eastern Daylight Time),Fri Sep 03 2021 10:41:46 GMT-0400 (Eastern Daylight Time),Thu Oct 14 2021 13:11:19 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 04 2024 04:00:00 GMT-0400 (Eastern Daylight Time),663 Lawrence St,N/A,Middlesex County,600,5000,01852,Lowell,Middlesex,42.459085,-71.275566,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Product Manufacturer,Priority Review - MTC Priority,FINAL LICENSE,FINAL LICENSE,,COMPLETE,MP281752,"Liberty Compassion, Inc",Clinton,MA,01510,42.423955,-71.69168,179 Brook St,,Clinton,MA,01510,POINT (-71.840209 42.329642),POINT (-71.691680 42.4239549),10 Greene Street,,Providence,RI,02903,83-1465841,MPN281752,Wed Mar 18 2020 13:49:15 GMT-0400 (Eastern Daylight Time),Wed Oct 16 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,RPA201968,Not a DBE,,,Thu Nov 19 2020 03:00:00 GMT-0500 (Eastern Standard Time),Tue Aug 27 2019 10:47:34 GMT-0400 (Eastern Daylight Time),Thu Jan 16 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:21:29 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jul 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),179 Brook St,N/A,Worcester County,300,10000,01510,Clinton,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/11/2021,COMPLETE,MR282562,"Lazy River Products, LLC",Dracut,MA,01826,42.67537,-71.293985,145 Broadway Rd,,Dracut,MA,01826,POINT (-71.275566 42.459085),POINT (-71.293985 42.6753700),19 Cardiff Rd,,Windham,NH,03087,83-4312366,MRN282562,Thu Dec 05 2019 13:32:43 GMT-0500 (Eastern Standard Time),Wed Oct 30 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,False,,,,,,,,,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 02 2019 19:05:14 GMT-0400 (Eastern Daylight Time),Tue Dec 31 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:21:13 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 08 2024 04:00:00 GMT-0400 (Eastern Daylight Time),145 Broadway Rd,N/A,Middlesex County,300,10000,01826,Dracut,Middlesex,42.459085,-71.275566,Northeast,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
