business_dba_name,premise_city,premise_county,premise_street_address,premise_zip_code,licensing_authority_id,licensing_authority,license_status,license_designation,premise_state,business_image_url,license_status_date,license_term,issue_date,expiration_date,business_email,business_owner_name,business_structure,business_website,activity,business_phone,parcel_number,business_legal_name,data_refreshed_date,license_number,license_type,id,premise_latitude,premise_longitude
Central Organics,Madras,Jefferson,780 Sw 4Th St,97741,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,CENTRAL ORGANICS,2023-05-02T00:00:00,050 10049684964,Recreational Retailer,050 10049684964,44.6243942,-121.1310409
Diamondtree,Madras,Jefferson,380 N Highway 26,97741,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,DIAMONDTREE,2023-05-02T00:00:00,050 1000076B368,Recreational Retailer,050 1000076B368,44.640774,-121.1299616
Green Knottz Madras,Madras,Jefferson,108 Sw D St  Ste A,97741,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,GREEN KNOTTZ MADRAS,2023-05-02T00:00:00,050 1010724DE65,Recreational Retailer,050 1010724DE65,44.633795,-121.1316536
Pioneer Cannabis Co.,Madras,Jefferson,141 Se 5Th Street,97741,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,PIONEER CANNABIS CO.,2023-05-02T00:00:00,050 1010879025E,Recreational Retailer,050 1010879025E,44.6342165,-121.1293334
Plantae,Madras,Jefferson,1100 Sw Hwy 97  Ste 103,97741,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,PLANTAE,2023-05-02T00:00:00,050 10037199BA2,Recreational Retailer,050 10037199BA2,44.6334544,-121.1294872
Bud Bros Llc,Cave Junction,Josephine,335 South Redwood Highway,97523,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,BUD BROS LLC,2023-05-02T00:00:00,050 10056960FF0,Recreational Retailer,050 10056960FF0,42.1708034,-123.6455429
Papa'S Dispensary,Cave Junction,Josephine,214 N. Redwood Hwy. Suite E,97523,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,PAPA'S DISPENSARY,2023-05-02T00:00:00,050 10055477B6C,Recreational Retailer,050 10055477B6C,42.1703197,-123.6464537
Budz Cannabis Superstore,Grants Pass,Josephine,3600 Merlin Rd,97526,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,BUDZ CANNABIS SUPERSTORE,2023-05-02T00:00:00,050 1016704544A,Recreational Retailer,050 1016704544A,42.49667890000001,-123.3681983
Cafe Verde,Grants Pass,Josephine,2455 Rogue River Highway,97527,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,CAFE VERDE,2023-05-02T00:00:00,050 1009200822A,Recreational Retailer,050 1009200822A,42.4240489,-123.2910866
Diamond Cannabis,Grants Pass,Josephine,300 Sw 6Th Street,97526,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,DIAMOND CANNABIS ,2023-05-02T00:00:00,050 10053021A3C,Recreational Retailer,050 10053021A3C,42.43817000000001,-123.32798
Forward Cannabis,Grants Pass,Josephine,1580 Ne 7Th Street Suite A,97526,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,FORWARD CANNABIS,2023-05-02T00:00:00,050 1005499C76F,Recreational Retailer,050 1005499C76F,42.4559877,-123.3213745
Nectar; Nectar Markets,Grants Pass,Josephine,162 Ne Beacon Dr Suite 105,97526,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,NECTAR; NECTAR MARKETS,2023-05-02T00:00:00,050 101796000AF,Recreational Retailer,050 101796000AF,42.4360696,-123.3083786
Redwood Cannabis Dispensary,Grants Pass,Josephine,825 Ne F St,97526,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,REDWOOD CANNABIS DISPENSARY,2023-05-02T00:00:00,050 100950903F9,Recreational Retailer,050 100950903F9,42.4381334,-123.3152576
Southern Oregon Cannabis Connection,Grants Pass,Josephine,1950 Ne 7Th Street,97526,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,SOUTHERN OREGON CANNABIS CONNECTION,2023-05-02T00:00:00,050 1005629EC8B,Recreational Retailer,050 1005629EC8B,42.4612388,-123.3212074
Tamerans,Grants Pass,Josephine,3388 Merlin Rd.,97526,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,TAMERANS,2023-05-02T00:00:00,050 10043201EF5,Recreational Retailer,050 10043201EF5,42.4971086,-123.3707826
Zuni Products,Grants Pass,Josephine,3224 Demaray Drive,97527,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,ZUNI PRODUCTS,2023-05-02T00:00:00,050 1015330739B,Recreational Retailer,050 1015330739B,42.397476,-123.3976121
Bud Junction,Kerby,Josephine,24394 Redwood Hwy,97531,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,BUD JUNCTION,2023-05-02T00:00:00,050 10042321958,Recreational Retailer,050 10042321958,42.1935726,-123.6503987
Kush Gardens Co,Merlin,Josephine,215 Galice Rd,97532,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,KUSH GARDENS CO,2023-05-02T00:00:00,050 101304477BC,Recreational Retailer,050 101304477BC,42.5166682,-123.4256026
River City Retail,Merlin,Josephine,115 Galice Road Suite A,97523,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,RIVER CITY RETAIL,2023-05-02T00:00:00,050 1016693DF27,Recreational Retailer,050 1016693DF27,42.516727,-123.4246147
Weedbucks,Merlin,Josephine,330 Galice Rd,97523,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,WEEDBUCKS,2023-05-02T00:00:00,050 1017346D1E7,Recreational Retailer,050 1017346D1E7,42.5166724,-123.428294
Substance,Lakeview,Lake,26 N E St,97630,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,SUBSTANCE,2023-05-02T00:00:00,050 10160898042,Recreational Retailer,050 10160898042,42.1899715,-120.3446128
The New Amsterdam,Lakeview,Lake,15 N F St,97630,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,THE NEW AMSTERDAM,2023-05-02T00:00:00,050 10085813943,Recreational Retailer,050 10085813943,42.1898558,-120.3461652
Blue River Grass Station,Blue River,Lane,51752 Blue River Drive,97413,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,BLUE RIVER GRASS STATION,2023-05-02T00:00:00,050 10109129484,Recreational Retailer,050 10109129484,44.1540435,-122.3393967
Apothecaria,Cottage Grove,Lane,700 Row River Road,97424,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,APOTHECARIA,2023-05-02T00:00:00,050 1001084EC49,Recreational Retailer,050 1001084EC49,43.8025023,-123.0398073
Mandy'S Sugar Shack,Cottage Grove,Lane,339 Hwy 99 South,97424,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,MANDY'S SUGAR SHACK,2023-05-02T00:00:00,050 10034791408,Recreational Retailer,050 10034791408,43.7941834,-123.0616599
Substance,Cottage Grove,Lane,2715 Row River Rd Ste A,97424,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,SUBSTANCE,2023-05-02T00:00:00,050 1016174005F,Recreational Retailer,050 1016174005F,43.7988657,-123.0389659
The Holistic Coop Llc,Cottage Grove,Lane,1049 E Main St,97424,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,THE HOLISTIC COOP LLC,2023-05-02T00:00:00,050 10006222890,Recreational Retailer,050 10006222890,43.7969628,-123.0569507
The Medication Station,Cottage Grove,Lane,1041 Hwy 99 North,97424,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,THE MEDICATION STATION,2023-05-02T00:00:00,050 1002566EF10,Recreational Retailer,050 1002566EF10,43.7940014,-123.0615668
Adna Retail Oregon Llc,Eugene,Lane,1681 W 7Th Ave,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,ADNA RETAIL OREGON LLC,2023-05-02T00:00:00,050 1022348FA16,Recreational Retailer,050 1022348FA16,44.05244709999999,-123.1178922
Amazon Organics,Eugene,Lane,3443 Hilyard St.  Suite F,97405,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,AMAZON ORGANICS,2023-05-02T00:00:00,050 1000628466D,Recreational Retailer,050 1000628466D,44.019185,-123.081164
Apis Hyve Llc,Eugene,Lane,2836 W. 11Th Ave Unit 2,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,APIS HYVE LLC,2023-05-02T00:00:00,050 102272132EC,Recreational Retailer,050 102272132EC,44.0475953,-123.1342474
Apothca,Eugene,Lane,1205 Alder St,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,APOTHCA,2023-05-02T00:00:00,050 10028857D5D,Recreational Retailer,050 10028857D5D,44.04652249999999,-123.0799524
Canna Leaf Eugene Inc.,Eugene,Lane,485 E Broadway,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CANNA LEAF EUGENE INC.,2023-05-02T00:00:00,050 1017560D988,Recreational Retailer,050 1017560D988,44.0502242,-123.0853038
Chalice Farms,Eugene,Lane,588 E 11Th Ave,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CHALICE FARMS,2023-05-02T00:00:00,050 10184402F3F,Recreational Retailer,050 10184402F3F,44.0474638,-123.0839579
Cookies,Eugene,Lane,1158 High St  #103,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,COOKIES,2023-05-02T00:00:00,050 1017143AEF5,Recreational Retailer,050 1017143AEF5,44.0471501,-123.088439
Electric Lettuce Eugene,Eugene,Lane,1201 W 11Th Ave,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,ELECTRIC LETTUCE EUGENE,2023-05-02T00:00:00,050 10116834C7B,Recreational Retailer,050 10116834C7B,44.0478929,-123.1111883
Elev8 Cannabis,Eugene,Lane,1409 Oak St,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,ELEV8 CANNABIS ,2023-05-02T00:00:00,050 1014769D853,Recreational Retailer,050 1014769D853,44.0442543,-123.0909204
Emerald City Medicinal,Eugene,Lane,1474 West 6Th Avenue,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,EMERALD CITY MEDICINAL ,2023-05-02T00:00:00,050 10002659379,Recreational Retailer,050 10002659379,44.0530166,-123.1150442
Eugene Og,Eugene,Lane,2045 Franklin Blvd.,97403,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,EUGENE OG,2023-05-02T00:00:00,050 1000954D8AD,Recreational Retailer,050 1000954D8AD,44.0453177,-123.0624264
Eugreen Health Center; Verde,Eugene,Lane,1000 Obie Street Suite A,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,EUGREEN HEALTH CENTER; VERDE,2023-05-02T00:00:00,050 1002612F763,Recreational Retailer,050 1002612F763,44.0491775,-123.1517014
Eugreen Health Center; Verde,Eugene,Lane,1111 Willamette St.,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,EUGREEN HEALTH CENTER; VERDE,2023-05-02T00:00:00,050 1002612F763,Recreational Retailer,050 1002612F763,44.0474114,-123.0924724
Firehorse Trading Co.,Eugene,Lane,233 W. 7Th Ave.  Suite B,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,FIREHORSE TRADING CO.,2023-05-02T00:00:00,050 10106088065,Recreational Retailer,050 10106088065,44.0524036,-123.0963779
Flowr Of Lyfe,Eugene,Lane,114 West Broadway,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,FLOWR OF LYFE,2023-05-02T00:00:00,050 10027689736,Recreational Retailer,050 10027689736,44.049812,-123.0945991
Going Green Eugene,Eugene,Lane,439 W 1St Ave,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,GOING GREEN EUGENE,2023-05-02T00:00:00,050 10155684476,Recreational Retailer,050 10155684476,44.0589289,-123.0993481
Grasslands Dispensary,Eugene,Lane,154 Lawrence St,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,GRASSLANDS DISPENSARY,2023-05-02T00:00:00,050 1005305255D,Recreational Retailer,050 1005305255D,44.0581306,-123.0990799
Green Health Eugene,Eugene,Lane,607 Highway 99 N,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,GREEN HEALTH EUGENE ,2023-05-02T00:00:00,050 1010887904B,Recreational Retailer,050 1010887904B,44.0682588,-123.1403588
Green Therapy,Eugene,Lane,85938 Hwy 99 S,97405,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,GREEN THERAPY ,2023-05-02T00:00:00,050 1006519C12E,Recreational Retailer,050 1006519C12E,44.1030411,-123.1719789
High 5 Cannabis,Eugene,Lane,86531 College View Road,97405,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,HIGH 5 CANNABIS,2023-05-02T00:00:00,050 10068739F36,Recreational Retailer,050 10068739F36,44.0131628,-123.0217361
Holy Grail,Eugene,Lane,1293 Lincoln Street,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,HOLY GRAIL,2023-05-02T00:00:00,050 101440792DC,Recreational Retailer,050 101440792DC,44.0456656,-123.0970981
"Hwy 99 Cannabis, Co.",Eugene,Lane,1083 B Hwy 99 N.,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,"HWY 99 CANNABIS, CO.",2023-05-02T00:00:00,050 10034717686,Recreational Retailer,050 10034717686,44.073116,-123.1448522
Jamaica Joel'S,Eugene,Lane,37 W. 13Th Ave. Suite 201,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,JAMAICA JOEL'S,2023-05-02T00:00:00,050 10009611DA7,Recreational Retailer,050 10009611DA7,44.045632,-123.0932959
La Mota,Eugene,Lane,1291 W 7Th Ave,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,LA MOTA ,2023-05-02T00:00:00,050 1002683515A,Recreational Retailer,050 1002683515A,44.0526338,-123.1120584
Lucky Lion,Eugene,Lane,2164 W 7Th Ave,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,LUCKY LION,2023-05-02T00:00:00,050 10157958B19,Recreational Retailer,050 10157958B19,44.052179,-123.1261763
Mood,Eugene,Lane,40 River Loop 2 Suite B,97404,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,MOOD,2023-05-02T00:00:00,050 10183821921,Recreational Retailer,050 10183821921,44.1188065,-123.1373548
Moss Crossing,Eugene,Lane,2751 Friendly St.,97405,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,MOSS CROSSING,2023-05-02T00:00:00,050 100386665E6,Recreational Retailer,050 100386665E6,44.0284594,-123.105192
Nectar,Eugene,Lane,340 River Road,97404,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,NECTAR,2023-05-02T00:00:00,050 1003305612E,Recreational Retailer,050 1003305612E,44.0658954,-123.118028
Nectar,Eugene,Lane,698 W. 6Th Avenue,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,NECTAR,2023-05-02T00:00:00,050 1003305612E,Recreational Retailer,050 1003305612E,44.0530061,-123.1030838
Next Level Wellness,Eugene,Lane,2837 Willamette Street Suite A,97405,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,NEXT LEVEL WELLNESS,2023-05-02T00:00:00,050 101684733C4,Recreational Retailer,050 101684733C4,44.0272788,-123.090465
Nodak Green Prairie,Eugene,Lane,390 Coburg Road Suite A - 2,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,NODAK GREEN PRAIRIE,2023-05-02T00:00:00,050 1000345DEA9,Recreational Retailer,050 1000345DEA9,44.0668432,-123.0732575
Oregon Medigreen,Eugene,Lane,570 Lawrence St #112,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,OREGON MEDIGREEN,2023-05-02T00:00:00,050 100536953E1,Recreational Retailer,050 100536953E1,44.053729,-123.0990901
Oregon'S Green Rush,Eugene,Lane,2644 River Road #5,97404,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,OREGON'S GREEN RUSH,2023-05-02T00:00:00,050 10004429B31,Recreational Retailer,050 10004429B31,44.1023589,-123.1313268
Oregrown Eugene,Eugene,Lane,211 W. 6Th Avenue,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,OREGROWN EUGENE,2023-05-02T00:00:00,050 10076228AAB,Recreational Retailer,050 10076228AAB,44.0535232,-123.0962327
Peach Cannabis,Eugene,Lane,1553 Oak Street,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,PEACH CANNABIS,2023-05-02T00:00:00,050 1016162FFA8,Recreational Retailer,050 1016162FFA8,44.04278619999999,-123.0907596
Phresh Start,Eugene,Lane,4925 Barger Drive Ste. A,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,PHRESH START,2023-05-02T00:00:00,050 100912345DE,Recreational Retailer,050 100912345DE,44.0851722,-123.1837219
Phresh Start,Eugene,Lane,1055 Bailey Hill Rd Ste. C & G,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,PHRESH START,2023-05-02T00:00:00,050 100912345DE,Recreational Retailer,050 100912345DE,44.0490812,-123.1476052
Prohibition Falls,Eugene,Lane,2270 W 11Th,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,PROHIBITION FALLS,2023-05-02T00:00:00,050 10172490C68,Recreational Retailer,050 10172490C68,44.0475881,-123.1269852
Quick Stop Cannabis,Eugene,Lane,1681 W. 7Th Avenue,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,QUICK STOP CANNABIS,2023-05-02T00:00:00,050 10046951423,Recreational Retailer,050 10046951423,44.05244709999999,-123.1178922
Rare Earth Dispensary Llc,Eugene,Lane,2880 Elmira Rd Suite B,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,RARE EARTH DISPENSARY LLC,2023-05-02T00:00:00,050 1004664909E,Recreational Retailer,050 1004664909E,44.0654411,-123.1392307
Snugz,Eugene,Lane,1235 Railroad Blvd,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,SNUGZ,2023-05-02T00:00:00,050 1018661FB12,Recreational Retailer,050 1018661FB12,44.05940340000001,-123.1112348
Solutions Of The Millennium Llc,Eugene,Lane,2893 Oak St,97405,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,SOLUTIONS OF THE MILLENNIUM LLC,2023-05-02T00:00:00,050 1004297C917,Recreational Retailer,050 1004297C917,44.0264077,-123.089518
Spacebuds,Eugene,Lane,741 Lincoln Street,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,SPACEBUDS,2023-05-02T00:00:00,050 100580873A9,Recreational Retailer,050 100580873A9,44.0516535,-123.0970479
Sugartop Buddery,Eugene,Lane,1299 Ocean St,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,SUGARTOP BUDDERY,2023-05-02T00:00:00,050 10187356E01,Recreational Retailer,050 10187356E01,44.0454856,-123.160879
Sweet Tree Farms,Eugene,Lane,4097 West 11Th Ave,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,SWEET TREE FARMS,2023-05-02T00:00:00,050 10042166E81,Recreational Retailer,050 10042166E81,44.0485958,-123.1618482
Terpene Station,Eugene,Lane,645 River Road Suite 3,97404,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,TERPENE STATION,2023-05-02T00:00:00,050 1011403433E,Recreational Retailer,050 1011403433E,44.0718514,-123.1181399
The Greener Side Detroit Lake,Eugene,Lane,1407 River Road,97404,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,THE GREENER SIDE DETROIT LAKE,2023-05-02T00:00:00,050 1007242C532,Recreational Retailer,050 1007242C532,44.0860985,-123.1237042
The Herbal Connection,Eugene,Lane,463 River Ave.,97404,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,THE HERBAL CONNECTION ,2023-05-02T00:00:00,050 100035555F6,Recreational Retailer,050 100035555F6,44.0968801,-123.1181915
The People'S Wellness Center,Eugene,Lane,71 Centennial Loop Suite B,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,THE PEOPLE'S WELLNESS CENTER,2023-05-02T00:00:00,050 10049104CFE,Recreational Retailer,050 10049104CFE,44.0606751,-123.0787384
Tj'S On 7Th,Eugene,Lane,1985 W 7Th Ave,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,TJ'S ON 7TH,2023-05-02T00:00:00,050 1017428AB09,Recreational Retailer,050 1017428AB09,44.052449,-123.122301
Tj'S On The Alley,Eugene,Lane,1027 Willamette Street,97401,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,TJ'S ON THE ALLEY,2023-05-02T00:00:00,050 1014653D811,Recreational Retailer,050 1014653D811,44.0484583,-123.0923179
Tj'S Provisions,Eugene,Lane,1910 Empire Park Drive,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,TJ'S PROVISIONS,2023-05-02T00:00:00,050 10146546503,Recreational Retailer,050 10146546503,44.0827266,-123.1539894
Top Crop Cannabis,Eugene,Lane,"3170 W. 11Th Avenue, Unit A",97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,TOP CROP CANNABIS,2023-05-02T00:00:00,050 1013202F7FC,Recreational Retailer,050 1013202F7FC,44.0475637,-123.1398368
Track Town Collective,Eugene,Lane,3675 Franklin Blvd,97403,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,TRACK TOWN COLLECTIVE,2023-05-02T00:00:00,050 100427434E1,Recreational Retailer,050 100427434E1,44.0452604,-123.0391725
Twenty After Four Wellness Center,Eugene,Lane,420 Blair Blvd Suite A,97402,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,TWENTY AFTER FOUR WELLNESS CENTER,2023-05-02T00:00:00,050 1001915EA16,Recreational Retailer,050 1001915EA16,44.05510049999999,-123.1092711
Weedagain,Eugene,Lane,86784 Franklin Blvd Unit A,97405,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,WEEDAGAIN,2023-05-02T00:00:00,050 10186339455,Recreational Retailer,050 10186339455,44.0179544,-123.0246511
