license_number,id,business_dba_name,license_type,license_status,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,premise_street_address,premise_county,premise_latitude,premise_longitude,business_phone,business_website,business_email,business_image_url,data_refreshed_date
35490,2175682,Sensimilla,Retail Marijuana Store,Complete,Sensimilla,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99504,1431 Muldoon Rd,Anchorage Municipality,61.2079759,-149.7326881,,,,,2023-08-12T10:49:50.664362
35531,2176236,Southside Growers Co-Op,Retail Marijuana Store,Complete,Southside Growers Co-Op,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99515,9400 Old Seward Hwy,Anchorage Municipality,61.1353737,-149.8643478,,,,,2023-08-12T10:49:50.664362
35626,2176719,Dutch Harbor Cannabis Co.,Retail Marijuana Store,Complete,Dutch Harbor Cannabis Co.,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unalaska,99685,749 E Broadway Ave,Aleutians West Census Area,53.8665094,-166.5180769,,,,,2023-08-12T10:49:50.664362
35631,1067746,HIGH VIBES LLC,Retail Marijuana Store,Complete,HIGH VIBES LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,North Pole,99705,2145 Richardson Hwy,Fairbanks North Star Borough,64.7718459,-147.4458849,,,,,2023-08-12T10:49:50.664362
10004,1030887,TALKEETNA HERB COMPANY,Standard Marijuana Cultivation Facility,Active-Operating,TALKEETNA HERB COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Talkeetna,99676,,,,,,,,,2023-08-12T10:49:50.664362
10005,2088752,ROSIE CREEK FARM,Standard Marijuana Cultivation Facility,Active-Operating,ROSIE CREEK FARM,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,2641 Livingston Loop,Fairbanks North Star Borough,64.7486984,-148.0866734,(907) 479-3642,,,,2023-08-12T10:49:50.664362
10015,1014365,"GREATLAND GANJA, LLC",Standard Marijuana Cultivation Facility,Active-Operating,"GREATLAND GANJA, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kasilof,99610,56475 Sterling Hwy,Kenai Peninsula Borough,60.32964450000001,-151.2450644,,,,,2023-08-12T10:49:50.664362
10027,1032790,BLACK RAPIDS LLC,Standard Marijuana Cultivation Facility,Active-Operating,BLACK RAPIDS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,North Pole,99705,721 Cloud Rd,Fairbanks North Star Borough,64.8366853,-147.4395546,,,,,2023-08-12T10:49:50.664362
10034,1114751,ACE OF SPADES LLC,Standard Marijuana Cultivation Facility,Active-Operating,ACE OF SPADES LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kasilof,99610,29453 Kalifornsky Beach Rd,Kenai Peninsula Borough,60.4011491,-151.2868173,,,,,2023-08-12T10:49:50.664362
10035,1065302,ARCTIC HERBERY,Standard Marijuana Cultivation Facility,Active-Operating,ARCTIC HERBERY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,7107 Arctic Blvd,Anchorage Municipality,61.1562384,-149.8915502,(907) 222-1466,http://www.arcticherbery.com/,,,2023-08-12T10:49:50.664362
10052,1032376,"RED RUN CANNABIS CULTIVATORS, LLC",Standard Marijuana Cultivation Facility,Active-Operating,"RED RUN CANNABIS CULTIVATORS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kenai,99611,5455 Kenai Spur Hwy,Kenai Peninsula Borough,60.5556961,-151.1098687,(907) 283-0800,http://redruncannabiscompany.com/,,,2023-08-12T10:49:50.664362
10061,1030919,"HIGH TIDE FARMS, LLC",Standard Marijuana Cultivation Facility,Active-Operating,"HIGH TIDE FARMS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,6875 W Snuffy's Rd,,61.6508962,-149.6096163,,,,,2023-08-12T10:49:50.664362
10071,1030744,VERN'S WICKED WEED,Standard Marijuana Cultivation Facility,Active-Operating,VERN'S WICKED WEED,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Bay One,Sitka,3872 Halibut Point Rd,Sitka City and Borough,57.1025791,-135.3994739,,,,,2023-08-12T10:49:50.664362
10080,1032725,DREAM GREEN FARMS,Standard Marijuana Cultivation Facility,Active-Operating,DREAM GREEN FARMS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Anchorage,,,,,,,,,2023-08-12T10:49:50.664362
10095,1032952,RAINFOREST CANNABIS CULTIVATION,Standard Marijuana Cultivation Facility,Active-Operating,RAINFOREST CANNABIS CULTIVATION,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Third Floor,Ketchikan,,,,,,,,,2023-08-12T10:49:50.664362
10098,1032945,RASPBERRY ROOTS,Standard Marijuana Cultivation Facility,Active-Operating,RASPBERRY ROOTS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suites 101 & 102,Anchorage,501 Raspberry Rd #101,Anchorage Municipality,61.1597312,-149.8894578,(907) 522-2450,https://raspberryroots.com/?utm_source=SEO_Local&utm_medium=SEO_Local_Snack_Pack&utm_campaign=SEO_AL&utm_content=SEO_Anchorage&utm_term=35812,,,2023-08-12T10:49:50.664362
10107,1032772,ARCTIC EARTH,Standard Marijuana Cultivation Facility,Active-Operating,ARCTIC EARTH,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,,,,,,,,,2023-08-12T10:49:50.664362
10112,1031886,GREAT ALASKAN BUD COMPANY,Standard Marijuana Cultivation Facility,Active-Operating,GREAT ALASKAN BUD COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,1905 Livengood Ave,Fairbanks North Star Borough,64.84704409999999,-147.7604375,(907) 479-4420,http://www.greatalaskanbudcompany.com/,,,2023-08-12T10:49:50.664362
10136,1019601,"NORTHERN LIGHTS INDOOR GARDENS, LLC",Standard Marijuana Cultivation Facility,Active-Operating,"NORTHERN LIGHTS INDOOR GARDENS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suites M,N,1321 Sawmill Creek Road Suite L-P,Sitka City and Borough,57.0485018,-135.3052907,(907) 747-1087,https://northernlightsindoorgardens.com/,,,2023-08-12T10:49:50.664362
10137,1056442,PINE STREET CANNABIS COMPANY,Standard Marijuana Cultivation Facility,Active-Operating,PINE STREET CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,36130 Pine St,Kenai Peninsula Borough,60.5040237,-150.9799456,(907) 260-3330,https://pinestreetcannabis.com/,,,2023-08-12T10:49:50.664362
10161,1027910,THE FROST FRONTIER,Standard Marijuana Cultivation Facility,Active-Operating,THE FROST FRONTIER,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit C,Anchorage,8535 Dimond D Cir B,Anchorage Municipality,61.1433573,-149.8750932,(907) 522-5050,http://frostfarming.com/,,,2023-08-12T10:49:50.664362
10166,2115560,GOOD Cannabis,Standard Marijuana Cultivation Facility,Active-Operating,GOOD Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,356 Old Steese Hwy,Fairbanks North Star Borough,64.8489182,-147.7037154,(907) 452-5463,https://www.goodalaska.com/,,,2023-08-12T10:49:50.664362
10174,1028839,PARALLEL 64 LLC,Standard Marijuana Cultivation Facility,Active-Operating,PARALLEL 64 LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99504,2128 N Post Rd,Anchorage Municipality,61.22763199999999,-149.840511,,,,,2023-08-12T10:49:50.664362
10201,1033845,HAPPY CANNABIS,Standard Marijuana Cultivation Facility,Active-Operating,HAPPY CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wrangell,99929,223 Front St,Wrangell City and Borough,56.4711151,-132.383194,(907) 305-0292,,,,2023-08-12T10:49:50.664362
10207,1033939,"TANANA HERB COMPANY, LLC",Standard Marijuana Cultivation Facility,Active-Operating,"TANANA HERB COMPANY, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,1200 Well St,Fairbanks North Star Borough,64.84956869999999,-147.7285269,(907) 750-0865,http://tananaherbcompany.com/,,,2023-08-12T10:49:50.664362
10230,1033032,"PAKALOLO SUPPLY COMPANY, INC.",Standard Marijuana Cultivation Facility,Active-Operating,"PAKALOLO SUPPLY COMPANY, INC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,1851 Fox Ave,Fairbanks North Star Borough,64.8470655,-147.7524302,(907) 479-9000,http://www.pakalolosupplyco.com/,,,2023-08-12T10:49:50.664362
10237,1034012,"ALASKASENSE, LLC.",Standard Marijuana Cultivation Facility,Active-Operating,"ALASKASENSE, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit 202,Anchorage,521 W Tudor Rd,Anchorage Municipality,61.1810955,-149.8936985,(907) 375-9333,http://cannabaska.com/,,,2023-08-12T10:49:50.664362
10248,1034747,ISIDORE,Standard Marijuana Cultivation Facility,Active-Operating,ISIDORE,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 100,Anchorage,,,,,,,,,2023-08-12T10:49:50.664362
10266,1034839,THE FIREWEED FACTORY LLC,Standard Marijuana Cultivation Facility,Active-Operating,THE FIREWEED FACTORY LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,,,,,,,,,2023-08-12T10:49:50.664362
10270,1035395,"TOP HAT, LLC",Standard Marijuana Cultivation Facility,Active-Operating,"TOP HAT, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Juneau,2315 Industrial Blvd STE A/B,Juneau City and Borough,58.3663787,-134.6049854,(907) 302-3535,http://www.thcalaska.com/,,,2023-08-12T10:49:50.664362
10279,1035647,GOODSINSE LLC,Standard Marijuana Cultivation Facility,Active-Operating,GOODSINSE LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks ,99709,2604 Davis Rd,Fairbanks North Star Borough,64.8281428,-147.7822607,(907) 347-7689,https://goodsinse.com/,,,2023-08-12T10:49:50.664362
10284,2092989,Catalyst Cannabis Company,Standard Marijuana Cultivation Facility,Active-Operating,Catalyst Cannabis Company,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Anchorage,,,,,,,,,2023-08-12T10:49:50.664362
10286,1035848,"ARCTIC GREENERY, LLC",Standard Marijuana Cultivation Facility,Active-Operating,"ARCTIC GREENERY, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 104,North Pole,1725 Richardson Hwy,Fairbanks North Star Borough,64.7909088,-147.5243988,(907) 488-0489,,,,2023-08-12T10:49:50.664362
10288,1031682,FOXY ENTERPRISES,Standard Marijuana Cultivation Facility,Active-Operating,FOXY ENTERPRISES,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99712,2158 Old Steese Hwy N,Fairbanks North Star Borough,64.9574786,-147.6205696,,,,,2023-08-12T10:49:50.664362
10299,1068716,"GREAT NORTHERN CULTIVATION, INC.",Standard Marijuana Cultivation Facility,Active-Operating,"GREAT NORTHERN CULTIVATION, INC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage ,99518,7801 King St,Anchorage Municipality,61.1500812,-149.8771874,,,,,2023-08-12T10:49:50.664362
10303,1036577,BAM ALASKA,Standard Marijuana Cultivation Facility,Active-Operating,BAM ALASKA,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Lower Level,Anchorage,3105 Minnesota Dr,Anchorage Municipality,61.1913959,-149.9125703,(907) 929-3105,https://www.houseofgreenak.com/bam-alaska,,,2023-08-12T10:49:50.664362
10315,1036860,"GREEN ELEPHANT, LLC",Standard Marijuana Cultivation Facility,Active-Operating,"GREEN ELEPHANT, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Juneau,101 Mill St,Juneau City and Borough,58.287712,-134.3852844,(907) 290-8400,https://shop.greenelephantgardens.com/,,,2023-08-12T10:49:50.664362
10481,1037456,GOLDHILL GARDENS,Standard Marijuana Cultivation Facility,Active-Operating,GOLDHILL GARDENS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,,,,,,,2023-08-12T10:49:50.664362
10647,2121718,Alaska Herb Garden,Standard Marijuana Cultivation Facility,Active-Operating,Alaska Herb Garden,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,6511 Arctic Spur Rd,Anchorage Municipality,61.16193740000001,-149.8952733,,,,,2023-08-12T10:49:50.664362
10657,1078556,STONEY MOOSE FARMS,Standard Marijuana Cultivation Facility,Active-Operating,STONEY MOOSE FARMS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ketchikan,99901,,,,,,,,,2023-08-12T10:49:50.664362
10671,1038961,"ALASKA CANNABIS EXCHANGE, LLC",Standard Marijuana Cultivation Facility,Active-Operating,"ALASKA CANNABIS EXCHANGE, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99517,,,,,,,,,2023-08-12T10:49:50.664362
10747,1068716,"GREAT NORTHERN CULTIVATION, INC.",Standard Marijuana Cultivation Facility,Active-Operating,"GREAT NORTHERN CULTIVATION, INC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99507,2341 Cinnabar Loop,Anchorage Municipality,61.1480194,-149.8388955,,,,,2023-08-12T10:49:50.664362
10799,1032729,"ALASKABUDS, LLC",Standard Marijuana Cultivation Facility,Active-Operating,"ALASKABUDS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99694,,,,,,,,,2023-08-12T10:49:50.664362
10898,2125730,Double Eagle Cannabis,Standard Marijuana Cultivation Facility,Active-Operating,Double Eagle Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Anchorage,2042 E 3rd Ave,Anchorage Municipality,61.2193458,-149.8419795,(907) 868-1450,https://weedmaps.com/dispensaries/ak-slow-burn,,,2023-08-12T10:49:50.664362
10958,1041284,GREEN LIFE SUPPLY LLC,Standard Marijuana Cultivation Facility,Active-Operating,GREEN LIFE SUPPLY LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,511 30th Ave,Fairbanks North Star Borough,64.8197611,-147.7127826,(907) 374-4769,http://greenlife-co.paqe.io/,,,2023-08-12T10:49:50.664362
10959,1031525,"GREEN GO, LLC.",Standard Marijuana Cultivation Facility,Active-Operating,"GREEN GO, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,,,,,,,,,2023-08-12T10:49:50.664362
11051,1041821,"NORTHLINK, LLC",Standard Marijuana Cultivation Facility,Active-Operating,"NORTHLINK, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Fairbanks,,,,,,,,,2023-08-12T10:49:50.664362
11092,1042467,"FAIRBANKS FIREWEED, LLC",Standard Marijuana Cultivation Facility,Active-Operating,"FAIRBANKS FIREWEED, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit 2,Fairbanks,,,,,,,,,2023-08-12T10:49:50.664362
11118,1039251,MERCY TREE OF ALASKA,Standard Marijuana Cultivation Facility,Active-Operating,MERCY TREE OF ALASKA,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,1648 N Post Rd,Anchorage Municipality,61.22555179999999,-149.8513057,,,,,2023-08-12T10:49:50.664362
11138,1042820,"FAT TOPS, LLC.",Standard Marijuana Cultivation Facility,Active-Operating,"FAT TOPS, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,36380 Murray Ln,Kenai Peninsula Borough,60.50817480000001,-150.9184722,(907) 262-4200,http://fattops.com/,,,2023-08-12T10:49:50.664362
11214,1043289,ALASKA HARVEST COMPANY LLC,Standard Marijuana Cultivation Facility,Active-Operating,ALASKA HARVEST COMPANY LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit B,Kasilof,,,,,,,,,2023-08-12T10:49:50.664362
11234,1042644,DKW FARMS LLC,Standard Marijuana Cultivation Facility,Active-Operating,DKW FARMS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Valdez,99686,4269 Richardson Hwy,Valdez-Cordova Census Area,61.079545,-146.173901,,,,,2023-08-12T10:49:50.664362
11413,1044156,"DENALI DISPENSARIES, LLC",Standard Marijuana Cultivation Facility,Active-Operating,"DENALI DISPENSARIES, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,wasilla,99623,,,,,,,,,2023-08-12T10:49:50.664362
11424,1037051,BLUE BEAR CANNAFARM,Standard Marijuana Cultivation Facility,Active-Operating,BLUE BEAR CANNAFARM,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99712,2091 Andromeda Dr,Fairbanks North Star Borough,64.8563489,-147.4077193,,,,,2023-08-12T10:49:50.664362
11488,1044966,"ALASKA TASTY CANNABIS, LLC.",Standard Marijuana Cultivation Facility,Active-Operating,"ALASKA TASTY CANNABIS, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,2397 Tamara Avenue.,Fairbanks North Star Borough,64.80596539999999,-147.7778255,,,,,2023-08-12T10:49:50.664362
11605,1067405,STONED SALMON FARMS,Standard Marijuana Cultivation Facility,Active-Operating,STONED SALMON FARMS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,2697 Channel Dr,Juneau City and Borough,58.3263382,-134.464708,(907) 463-4810,http://www.dipac.net/,,,2023-08-12T10:49:50.664362
11611,1033019,KUSHTOPIA,Standard Marijuana Cultivation Facility,Active-Operating,KUSHTOPIA,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,1044 S Old Glenn Hwy,Matanuska-Susitna Borough,61.57182479999999,-149.0440433,(907) 230-7956,https://www.kushtopiaoutpost.com/,,,2023-08-12T10:49:50.664362
11635,1087374,CLOUDBERRY PARTNERS,Standard Marijuana Cultivation Facility,Active-Pending Inspection,CLOUDBERRY PARTNERS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99503,3307 Spenard Rd,Anchorage Municipality,61.19046659999999,-149.9070978,(907) 644-3010,https://www.cloudberrycannabis.com/,,,2023-08-12T10:49:50.664362
11649,2099207,K Beach Reef,Standard Marijuana Cultivation Facility,Active-Operating,K Beach Reef,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,(Two story building on NW corner),Soldotna,,,,,,,,,2023-08-12T10:49:50.664362
11664,1040027,SUILNUA,Standard Marijuana Cultivation Facility,Active-Operating,SUILNUA,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,,,,,,,,,2023-08-12T10:49:50.664362
11920,1095537,VOODOO CANNABIS COMPANY,Standard Marijuana Cultivation Facility,Active-Operating,VOODOO CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,J,H,7801 Schoon St,Anchorage Municipality,61.15026719999999,-149.8750707,(907) 522-5222,,,,2023-08-12T10:49:50.664362
11957,1045126,LAST FRONTIER JOINT OPERATIONS LLC.,Standard Marijuana Cultivation Facility,Active-Operating,LAST FRONTIER JOINT OPERATIONS LLC.,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,ketchikan,99901,,,,,,,,,2023-08-12T10:49:50.664362
12125,1058661,ALASKA MARIJUANA GARDENS (AMG),Standard Marijuana Cultivation Facility,Active-Operating,ALASKA MARIJUANA GARDENS (AMG),,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,,,,,,,,,2023-08-12T10:49:50.664362
12176,1049184,"TAKU HORTICULTURE COMPANY, LLC",Standard Marijuana Cultivation Facility,Active-Operating,"TAKU HORTICULTURE COMPANY, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Building B,Suite A1,,,,,,,,,2023-08-12T10:49:50.664362
12253,1090969,"AKO FARMS, LLC.",Standard Marijuana Cultivation Facility,Active-Operating,"AKO FARMS, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Sitka,99835,1210 Beardslee Wy,Sitka City and Borough,57.0514194,-135.3063887,(907) 623-0322,http://akofarms.com/,,,2023-08-12T10:49:50.664362
12255,1049302,LADY GRAY GROWING,Standard Marijuana Cultivation Facility,Active-Operating,LADY GRAY GROWING,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1(a),Soldotna,,,,,,,,,2023-08-12T10:49:50.664362
12328,1061840,"AURORA BLAZE, LLC",Standard Marijuana Cultivation Facility,Active-Operating,"AURORA BLAZE, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,2693 Arla St,Fairbanks North Star Borough,64.8099359,-147.7819493,,,,,2023-08-12T10:49:50.664362
12461,1050812,"GUEST SERVICES, LLC.",Standard Marijuana Cultivation Facility,Active-Operating,"GUEST SERVICES, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99694,,,,,,,,,2023-08-12T10:49:50.664362
12488,1050993,THIRDSTATE,Standard Marijuana Cultivation Facility,Active-Operating,THIRDSTATE,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99712,200 Pheasant Farm Rd,Fairbanks North Star Borough,64.8667959,-146.985152,,,,,2023-08-12T10:49:50.664362
12616,1051682,"FRISSON FARMS, LLC.",Standard Marijuana Cultivation Facility,Active-Operating,"FRISSON FARMS, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99712,5060 Haystack Mountain Rd,Fairbanks North Star Borough,65.08672,-147.724798,,,,,2023-08-12T10:49:50.664362
12618,1044579,ALASKA CANNABIS COMPANY,Standard Marijuana Cultivation Facility,Active-Operating,ALASKA CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Units A,B,43280 Kenai Spur Hwy,Kenai Peninsula Borough,60.60785300000001,-151.3310041,(907) 283-0821,http://www.alaskacannabis.com/,,,2023-08-12T10:49:50.664362
12633,1046672,"EMERALD CITY ORGANICS, LLC",Standard Marijuana Cultivation Facility,Active-Operating,"EMERALD CITY ORGANICS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,,,,,,,,,2023-08-12T10:49:50.664362
12680,2110600,Flower Mountain Farms,Standard Marijuana Cultivation Facility,Active-Operating,Flower Mountain Farms,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Haines,99827,17 Helms Loop Spur,Haines Borough,59.2402372,-135.4561002,,,,,2023-08-12T10:49:50.664362
12770,1052541,SECRET GARDEN CANNABIS,Standard Marijuana Cultivation Facility,Active-Operating,SECRET GARDEN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 3,Anchorage,726 E 15th Ave,Anchorage Municipality,61.2074153,-149.8694521,(907) 748-9333,https://secretgardencannabis.com/?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=SecretGarden,,,2023-08-12T10:49:50.664362
12783,1051679,"HOMER BUDZ, LLC",Standard Marijuana Cultivation Facility,Active-Operating,"HOMER BUDZ, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Homer,99603,67835 Virginia Ave,Kenai Peninsula Borough,59.677266,-151.68133,,,,,2023-08-12T10:49:50.664362
12808,1052487,TUNDRA JANE,Standard Marijuana Cultivation Facility,Active-Operating,TUNDRA JANE,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,SUITE 300,Anchorage,,,,,,,,,2023-08-12T10:49:50.664362
12833,2128650,Wildflower Farms,Standard Marijuana Cultivation Facility,Active-Operating,Wildflower Farms,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Homer,99603,2908 Kachemak Dr,Kenai Peninsula Borough,59.64521,-151.46439,,,,,2023-08-12T10:49:50.664362
12872,1052982,"GREENSTAR, INC.",Standard Marijuana Cultivation Facility,Active-Operating,"GREENSTAR, INC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Nikiski,99635,54843 Kenai Spur Hwy,Kenai Peninsula Borough,60.746222,-151.213119,,,,,2023-08-12T10:49:50.664362
12904,1051105,GRASS FRONTIER FARMS,Standard Marijuana Cultivation Facility,Active-Operating,GRASS FRONTIER FARMS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,wasilla,99623,7596 W Carmel Rd,,61.511843,-149.643071,,,,,2023-08-12T10:49:50.664362
13221,1047533,GREEN VALLEY ENTERPRISES,Standard Marijuana Cultivation Facility,Active-Operating,GREEN VALLEY ENTERPRISES,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 2,Juneau,,,,,,,,,2023-08-12T10:49:50.664362
13374,1054718,KNIK GLACIER GARDENS,Standard Marijuana Cultivation Facility,Active-Operating,KNIK GLACIER GARDENS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Palmer,99645,26326 Buckshot Ln,Matanuska-Susitna Borough,61.4531822,-148.7948455,(907) 745-1577,https://www.knikglacier.com/,,,2023-08-12T10:49:50.664362
13479,1055553,NORTH STAR FIRE,Standard Marijuana Cultivation Facility,Active-Operating,NORTH STAR FIRE,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 3,Fairbanks,,,,,,,,,2023-08-12T10:49:50.664362
